1,225,127,535,127,535,158,225,158,ADVANCO COMPANY,company
1,171,155,585,155,585,187,171,187,COMPANY REG. NO.: 725186-V,other
1,145,190,609,190,609,225,145,225,NO 1&3\, JALAN ANGSA DELIMA 12,address
1,182,224,570,224,570,259,182,259,WANGSA LINK\, WANGSA MAJU,address
1,238,262,519,262,519,289,238,289,53300 KUALA LUMPUR,address
1,284,295,470,295,470,320,284,320,03-41318972,other
1,220,331,532,331,532,363,220,363,GST REG: 001658445824,other
1,271,371,481,371,481,404,271,404,TAX INVOICE,other
1,115,414,286,414,286,442,115,442,CB#: 398313,other
1,424,420,658,420,658,448,424,448,23/03/2018 3:13:19,date
1,113,450,275,450,275,476,113,476,M#: M2-0,other
1,114,492,336,492,336,521,114,521,CASHIER: C2000-,other
1,125,529,166,529,166,559,125,559,QTY,other
1,188,531,320,531,320,559,188,559,DESCRIPTION,other
1,449,536,510,536,510,560,449,560,PRICE,other
1,593,537,656,537,656,560,593,560,TOTAL,other
1,113,581,634,581,634,610,113,610,FUJI XEROX EVERYDAY A4 70GSM SR,other
1,146,618,253,618,253,642,146,642,5 57499,other
1,445,621,512,621,512,646,445,646,11.00,other
1,584,626,651,626,651,651,584,651,55.00,other
1,183,665,322,665,322,686,183,686,ITEM DISCOUNT,other
1,367,667,431,667,431,689,367,689,$0.20,other
1,600,670,655,670,655,692,600,692,-1.00,other
1,114,690,634,690,634,721,114,721,CANON PG-47BK E400 BLACK FINE( SR,other
1,148,730,160,730,160,753,148,753,1,other
1,178,728,250,728,250,752,178,752,27736,other
1,440,734,509,734,509,756,440,756,29.00,other
1,583,735,650,735,650,761,583,761,29.00,other
1,145,778,159,778,159,802,145,802,6,other
1,180,779,250,779,250,806,180,806,TYPE:,other
1,284,780,303,780,303,801,284,801,2,other
1,353,783,421,783,421,804,353,804,TOTAL,other
1,583,783,651,783,651,807,583,807,84.00,other
1,121,817,232,817,232,844,121,844,DISC $.20,other
1,465,823,515,823,515,850,465,850,X 5,other
1,587,826,649,826,649,851,587,851,-1.00,other
1,122,854,283,854,283,885,122,885,ROUNDING ADJ,other
1,598,858,648,858,648,885,598,885,0.00,other
1,120,895,379,895,379,924,120,924,TOTAL INCLUSIVE GST:,other
1,579,904,648,904,648,924,579,924,83.00,total
1,120,935,195,935,195,960,120,960,CASH,other
1,581,944,645,944,645,966,581,966,85.00,other
1,119,972,219,972,219,1004,119,1004,CHANGE,other
1,594,981,649,981,649,1002,594,1002,2.00,other
1,117,1018,324,1018,324,1048,117,1048,GST SUMMARY,other
1,115,1057,183,1057,183,1079,115,1079,CODE,other
1,217,1052,246,1052,246,1081,217,1081,%,other
1,299,1059,398,1059,398,1083,299,1083,NET AMT,other
1,470,1063,527,1063,527,1084,470,1084,GST,other
1,588,1062,648,1062,648,1088,588,1088,TOTAL,other
1,117,1100,153,1100,153,1124,117,1124,SR,other
1,204,1102,245,1102,245,1125,204,1125,6%,other
1,327,1101,392,1101,392,1128,327,1128,78.30,other
1,475,1107,529,1107,529,1129,475,1129,4.70,other
1,582,1106,648,1106,648,1129,582,1129,83.00,total
1,112,1141,176,1141,176,1164,112,1164,TOTAL,other
1,326,1145,395,1145,395,1167,326,1167,78.30,other
1,476,1146,524,1146,524,1171,476,1171,4.70,other
1,577,1147,646,1147,646,1171,577,1171,83.00,total
1,95,1206,632,1206,632,1245,95,1245,THANK YOU & PLEASE COME AGAIN.,other
1,111,1254,618,1254,618,1286,111,1286,GOODS SOLD ARE NOT RETURNABLE FOR REFUND OR,other
1,296,1290,436,1290,436,1320,296,1320,EXCHANGE!!,other
