1575,447,3042,447,3042,557,1575,557,THE TOAST F&B SDN BHD (965752-T),company
1672,556,2952,556,2952,645,1672,645,LOT 2110&2111 JALAN PERMAS UTARA,other
1916,637,2711,637,2711,719,1916,719,BANDAR BARU PERMAS,other
1827,717,2795,717,2795,800,1827,800,81750.JOHOR BAHRU JOHOR,other
2065,794,2566,794,2566,870,2065,870,TEL: 07-3886880,other
1898,877,2724,877,2724,957,1898,957,GST ID NO 002069884928,other
1988,971,2620,971,2620,1070,1988,1070,TAX INVOICE,other
1603,1133,2194,1133,2194,1211,1603,1211,PS8418053885,other
2610,1111,3025,1111,3025,1191,2610,1191,11/05/2018,date
1609,1232,1994,1232,1994,1312,1609,1312,S/P: POS,other
2400,1207,2760,1207,2760,1296,2400,1296,LOC: PMS,other
1609,1330,1865,1330,1865,1403,1609,1403,WALK IN,other
1612,1447,1901,1447,1901,1546,1612,1546,TABLE:,other
2159,1447,2306,1447,2306,1561,2159,1561,27,other
1607,1628,1756,1628,1756,1699,1607,1699,ITEM,other
1937,1619,2051,1619,2051,1697,1937,1697,QTY,other
2104,1609,2335,1609,2335,1687,2104,1687,U.PRICE,other
2425,1605,2576,1605,2576,1678,2425,1678,DISC,other
2766,1598,3036,1598,3036,1665,2766,1665,AMOUNT,other
1614,1715,1737,1715,1737,1791,1614,1791,711,other
2060,1699,2420,1699,2420,1775,2060,1775,WM TUNA,other
2022,1804,2065,1804,2065,1879,2022,1879,1,other
2218,1797,2372,1797,2372,1868,2218,1868,5.00,other
2434,1790,2587,1790,2587,1857,2434,1857,0.00,other
2807,1781,3036,1781,3036,1857,2807,1857,5.00 S,other
1616,1917,1746,1917,1746,1983,1616,1983,224,other
2061,1896,2523,1896,2523,1967,2061,1967,CANTONESE,other
2031,2004,2063,2004,2063,2070,2031,2070,1,other
2186,1997,2374,1997,2374,2061,2186,2061,10.00,other
2436,1987,2590,1987,2590,2054,2436,2054,0.00,other
2773,1974,3046,1974,3046,2050,2773,2050,10.00 S,other
1617,2111,1798,2111,1798,2184,1617,2184,220Z,other
2060,2089,2577,2089,2577,2162,2060,2162,T/A KAMPUNG,other
2033,2200,2074,2200,2074,2271,2033,2271,1,other
2187,2196,2375,2196,2375,2260,2187,2260,10.40,other
2441,2184,2595,2184,2595,2253,2441,2253,0.00,other
2775,2175,3040,2175,3040,2242,2775,2242,10.40 S,other
1621,2306,1747,2306,1747,2377,1621,2377,301,other
2068,2283,2464,2283,2464,2360,2068,2360,KOPI - HOT,other
2031,2395,2079,2395,2079,2468,2031,2468,2,other
2225,2393,2381,2393,2381,2459,2225,2459,2.80,other
2441,2381,2594,2381,2594,2454,2441,2454,0.00,other
2803,2367,3044,2367,3044,2443,2803,2443,5.60 S,other
1623,2498,2030,2498,2030,2569,1623,2569,TOTAL ITEMS:,other
2070,2495,2120,2495,2120,2564,2070,2564,4,other
1655,2613,2005,2613,2005,2693,1655,2693,SUB TOTAL:,other
2853,2599,3038,2599,3038,2675,2853,2675,31.00,total
1658,2715,2184,2715,2184,2788,1658,2788,LESS DISCOUNT:,other
2890,2699,3048,2699,3048,2768,2890,2768,0.00,other
1658,2821,1914,2821,1914,2890,1658,2890,ROUND:,other
2898,2795,3045,2795,3045,2864,2898,2864,0.00,other
1644,2928,2519,2928,2519,3027,1644,3027,TOTAL DUE (GST INC):,other
2814,2919,3048,2919,3048,3002,2814,3002,31.00,total
1660,3096,1901,3096,1901,3192,1660,3192,PAID:,other
1949,3077,2125,3077,2125,3141,1949,3141,CASH,other
2816,3070,3050,3070,3050,3155,2816,3155,51.00,other
1653,3270,2065,3270,2065,3371,1653,3371,CHANGE:,other
2818,3238,3052,3238,3052,3321,2818,3321,20.00,other
1704,3450,2091,3450,2091,3528,1704,3528,S:GST(6%),other
2463,3437,2660,3437,2660,3510,2463,3510,29.24,other
2899,3425,3059,3425,3059,3508,2899,3508,1.76,other
1685,3746,2347,3746,2347,3824,1685,3824,PLEASE COME AGAIN!,other
1648,4030,2372,4030,2372,4110,1648,4110,11/05/2018 08:35:58 PM,date
